Country,Year,Ministry Or Department,Additional Info,Pay  (UOM:INR(IndianRupees)),Dearness Allowance (UOM:INR(IndianRupees)),House Rent Allowance (UOM:INR(IndianRupees)),Compensatory City Allowance (Cca) (UOM:INR(IndianRupees)),Overtime Allowance (Ota) (UOM:INR(IndianRupees)),Others (UOM:INR(IndianRupees)),Travel Allowances (UOM:INR(IndianRupees)),Bonus (UOM:INR(IndianRupees)),Honorarium (UOM:INR(IndianRupees)),Encashment Of Earned Leave(El) (UOM:INR(IndianRupees)),Transport (UOM:INR(IndianRupees))
India,"Financial Year (Apr - Mar), 2014",HOME AFFAIRS,,13400.23,14031.21,943.34,,2.64,5473.84,1005.76,280.05,19.83,191.99,1010.16
India,"Financial Year (Apr - Mar), 2005",PETROLEUM AND NATURAL GAS,,3.39,0.71,0.35,0.05,0.12,0.19,0.14,0.05,0,0,0.03
India,"Financial Year (Apr - Mar), 2009",CABINET SECRETARIAT,,6.16,1.51,0.67,,0.1,0.82,0.57,0.06,0.06,0.3,0.67
India,"Financial Year (Apr - Mar), 2001",SOCIAL JUSTICE AND EMPOWERMENT,,605.98,270.13,80.78,14.97,11.58,27.21,88.59,13.15,7.36,15.95,15.91
India,"Financial Year (Apr - Mar), 2019",RAILWAYS,,55349.84,7814.64,5533.26,,1245.04,6410.39,2021.45,1759.89,16.15,2636.86,2790.94
India,"Financial Year (Apr - Mar), 2000",PARLIAMENTARY AFFAIRS,,102.25,41.27,16.76,3.57,6.49,2.34,23.28,2.82,1.29,8,3.58
India,"Financial Year (Apr - Mar), 2013",TOURISM,,8.81,7.63,1.47,,0.02,1.14,2.13,0.06,0.08,0.33,1.26
India,"Financial Year (Apr - Mar), 2009",AGRICULTURAL RESEARCH AND EDUCATION,,1.95,0.35,0.2,,0.01,0.1,0.14,0.01,0,0.85,0.09
India,"Financial Year (Apr - Mar), 2000",STATISTICS AND PROGRAMME IMPLEMENTATION,,4629.04,1840.18,742.38,127.37,11.36,165.54,708.04,118.28,5.03,77.96,130.08
India,"Financial Year (Apr - Mar), 2001",COAL,,268.1,110.99,40.2,8.32,3.67,8.3,33.19,7.57,3.43,4.51,6.79
India,"Financial Year (Apr - Mar), 2015",DEFENCE ( CIVIL ),,6962.8,8076.85,874.25,,714.55,860.6,332.94,90.73,2.35,135.14,684.88
India,"Financial Year (Apr - Mar), 2020",LAND RESOURCES,,6.47,1.1,0.71,,0,0.38,0.17,0.02,0.03,0.42,0.49
India,"Financial Year (Apr - Mar), 2021",DEFENCE ( CIVIL ),,21011.52,5357.94,2172.59,,42,1288.02,190.85,230.01,7.11,342.62,1247.91
India,"Financial Year (Apr - Mar), 2019",DRINKING WATER AND SANITATION,,9.86,1.5,1.26,,0,0.74,0.08,0.05,0.05,0.09,0.73
India,"Financial Year (Apr - Mar), 2013",SCHOOL EDUCATION AND LITERACY,,6.35,5.66,1,,0.01,0.19,1,0.12,0.06,0.37,1.24
India,"Financial Year (Apr - Mar), 2010",URBAN DEVELOPMENT,Including HUPA(**/@@).,434.63,179.01,56.57,,1.39,77.51,8.48,3.31,8.16,29.73,45.5
India,"Financial Year (Apr - Mar), 2018",HIGHER EDUCATION,,55.83,8.02,11.2,,0,11.8,3.27,0.48,0.12,1.77,4.56
India,"Financial Year (Apr - Mar), 2014",FINANCIAL SERVICES,,25.22,29.11,4.81,,0.11,5.34,1.08,0.32,0.16,0.16,2.75
India,"Financial Year (Apr - Mar), 2000",POWER,,2082.96,834.29,336.76,64.14,14.42,86.01,149.64,52.57,2.08,27.5,85.12
India,"Financial Year (Apr - Mar), 2017",PRIME MINISTER'S OFFICE,,27.7,1.74,2.12,,0.04,1.67,0.75,0.2,0.18,0.44,1.96
India,"Financial Year (Apr - Mar), 2001",SCIENCE AND TECHNOLOGY,,14002.84,5983.71,1610.64,284.33,481.54,876.05,680.35,442.56,21.3,174.35,312.52
India,"Financial Year (Apr - Mar), 2012",COAL,,7.61,5.24,1.68,,0,0.62,0.95,0.09,0.06,0.22,1.12
India,"Financial Year (Apr - Mar), 2009",ATOMIC ENERGY,,1062.5,212.5,87.08,,29.71,364.34,30.59,6.69,0.83,30.09,57.05
India,"Financial Year (Apr - Mar), 2019",CULTURE,,288.75,42.49,37.45,,0,21.37,14.28,2.54,0.31,15.36,21.47
India,"Financial Year (Apr - Mar), 2001",ATOMIC ENERGY,,27213.61,11591.07,2623.85,541.7,1312.9,2036.71,1253.54,873.92,27.11,824.34,221.84
India,"Financial Year (Apr - Mar), 2008",EXPENDITURE,,19.76,4.21,2.25,0.15,0.16,1.39,1.16,0.23,0.03,0.33,1.16
India,"Financial Year (Apr - Mar), 2020",SPACE,,1288.14,218.99,171.68,,0.3,517.67,17.57,0,0.25,58,65.15
India,"Financial Year (Apr - Mar), 2014",FOOD AND PUBLIC DISTRIBUTION,,19.68,21.4,3.69,,0.09,3.41,1.33,0.3,0.3,1.88,3.6
India,"Financial Year (Apr - Mar), 2007",WATER RESOURCES,,123.5,47.87,16.67,2.34,0.26,10.16,9.63,1.96,0.35,4.04,2.41
India,"Financial Year (Apr - Mar), 2020",TELECOMMUNICATIONS,,317.75,54.38,44.64,,0.26,22.07,10.01,0.8,0.86,9.89,20.32
India,"Financial Year (Apr - Mar), 2009",WOMEN AND CHILD DEVELOPMENT,,14.34,2.58,1.76,,0.03,0.54,1,0.12,0.04,0.61,1.03
India,"Financial Year (Apr - Mar), 2020",WATER RESOURCES AND RIVER DEVELOPMENT,,443.7,74.54,56.07,,0.02,30.28,17.06,3.77,0.8,11.24,30.03
India,"Financial Year (Apr - Mar), 2006",HOUSING AND URBAN POVERTY ALLEVIATION,,1.08,0.3,0.17,0.02,0.04,0.07,0.32,0.03,0,0.04,0.01
India,"Financial Year (Apr - Mar), 2007",SCHOOL EDUCATION AND LITERACY,,2.43,0.97,0.28,0.07,0.06,0.11,0.72,0.05,0.04,0.2,0.05
India,"Financial Year (Apr - Mar), 2010",YOUTH AFFAIRS AND SPORTS,,8.26,3.33,1.43,,0.06,1.54,1.3,0.07,0.06,0.01,0.84
India,"Financial Year (Apr - Mar), 2008",OVERSEAS INDIAN AFFAIRS,,3.97,0.91,0.52,0.03,0.02,0.35,1.26,0.06,0.01,0,0.34
India,"Financial Year (Apr - Mar), 2020",SKILL DEVELOPMENT AND ENTREPRENEURSHIP,,81.84,13.91,9.41,,0,6.99,2.52,0.66,1.03,2.19,6.85
India,"Financial Year (Apr - Mar), 2006",EXTERNAL AFFAIRS,Excluding missions abroad(*),38.95,10.65,6.99,0.96,0.29,2.1,24.43,0.68,0.03,1.89,0.76
India,"Financial Year (Apr - Mar), 2003",URBAN DEVELOPMENT AND POVERTY ALLEVIATION,,19929.36,10835.31,1727.06,361.17,191.26,758.66,623.59,380.69,32.53,498.43,327.4
India,"Financial Year (Apr - Mar), 2018",CABINET SECRETARIAT,,25.17,2.18,2.54,,0.06,2.35,0.95,0.26,0.14,0.56,1.66
India,"Financial Year (Apr - Mar), 2021",PETROLEUM AND NATURAL GAS,,21.36,5.6,3.2,,0,2.05,0.64,0.1,0.1,2.08,1.73
India,"Financial Year (Apr - Mar), 2015",POWER,,36,39.6,5.61,,0.01,3.9,3.15,0.21,0.17,3.94,6.03
India,"Financial Year (Apr - Mar), 2005",PLANNING ( NITI AYOG ),,15.63,3.14,2.38,0.36,0.2,1.15,2.56,0.2,0.01,0.04,0.42
India,"Financial Year (Apr - Mar), 2021",AGRICULTURAL RESEARCH AND EDUCATION,,3.08,0.81,0.43,,0,0.08,0.29,0.01,0.01,0.07,0.26
India,"Financial Year (Apr - Mar), 2013","MICRO , SMALL AND MEDIUM ENTERPRISES",,44.26,38.86,6.05,,0.54,7.38,2.26,0.36,0.72,0.59,3.98
India,"Financial Year (Apr - Mar), 2001",TOURISM,,376.72,163.14,67.05,10.84,3.31,21.1,49.96,6.22,0.4,3.69,11.22
India,"Financial Year (Apr - Mar), 2020",EARTH SCIENCES,,272.66,46.17,38.02,,0.53,14.67,2.42,0.07,0.12,20.15,19.23
India,"Financial Year (Apr - Mar), 2001",STATISTICS AND PROGRAMME IMPLEMENTATION,,6360.92,720.24,695.31,102.18,20.25,138.22,873.31,112.29,8.7,72,458.14
India,"Financial Year (Apr - Mar), 2001",HOME AFFAIRS,,264378.08,119628.84,8093.85,3067.72,101.24,24557.7,31614.41,12722.25,173.99,2685.27,779.15
India,"Financial Year (Apr - Mar), 2018",LAND RESOURCES,,6.57,0.51,0.67,,0,0.61,0.29,0.03,0,0.08,0.45
India,"Financial Year (Apr - Mar), 2018",INDUSTRIAL POLICY AND PROMOTION,,152.16,16.74,30.43,,0.02,11.44,7.61,1.67,1.22,15.22,15.22
India,"Financial Year (Apr - Mar), 2007",FOOD AND PUBLIC DISTRIBUTION,,15.63,5.52,2.54,0.29,0.38,1.02,1.31,0.23,0.15,0.18,0.29
India,"Financial Year (Apr - Mar), 2006",WOMEN AND CHILD DEVELOPMENT,,6.96,1.96,1.26,0.42,0.05,0.31,0.96,0.12,0.04,0.47,0.16
India,"Financial Year (Apr - Mar), 2017",DRINKING WATER AND SANITATION,,9.23,0.41,1.04,,0,0.61,1.37,0.04,0.05,0.22,0.63
India,"Financial Year (Apr - Mar), 2021",CULTURE,,272.57,69.62,37.61,,0.09,18.96,13.74,2.1,0.87,10.99,21.33
India,"Financial Year (Apr - Mar), 2012",CIVIL AVIATION,,30.92,21.07,5.06,,0.14,3.14,4.23,0.41,1.44,0.96,3.76
India,"Financial Year (Apr - Mar), 2008",LAW AND JUSTICE,,54.86,10.62,6.3,0.35,0.4,4.01,3.63,0.82,0.32,0.26,2.62
India,"Financial Year (Apr - Mar), 2007",NEW AND RENEWABLE ENERGY,,4.23,1.69,0.59,0.08,0.05,0.3,1.08,0.03,0.07,0.03,0.12
India,"Financial Year (Apr - Mar), 2021",AYUSH,,14.8,3.77,2,,0,1.18,0.8,0.23,0.04,0.38,1.2
India,"Financial Year (Apr - Mar), 2006",DRINKING WATER SUPPLY,,0.73,0.2,0.11,0.01,0.01,0.05,0.42,0.01,0,0,0.01
India,"Financial Year (Apr - Mar), 2012",INFORMATION TECHNOLOGY,,196.31,132.42,38.82,,0.19,11.51,10.1,0.39,0.3,1.39,22.62
India,"Financial Year (Apr - Mar), 2013",URBAN DEVELOPMENT,Including HUPA(**/@@).,474.13,415.73,80.34,,2.18,13.67,12.8,1.8,0.15,8.12,62.58
India,"Financial Year (Apr - Mar), 2009",EXPENDITURE,,21,4.25,2.73,,0.19,1.56,1.04,0.05,0.03,0.28,1.64
India,"Financial Year (Apr - Mar), 2018",HEAVY INDUSTRY,,14.64,1.33,1.8,,0.01,1.25,1.75,0.08,0,0.91,1.14
India,"Financial Year (Apr - Mar), 2006",INFORMATION TECHNOLOGY,,91.21,22.91,11.24,1.14,0.28,4.54,6.68,0.35,0.3,0.81,2.71
India,"Financial Year (Apr - Mar), 2016",AGRICULTURE AND COOPERATION,,189.4,47.2,15.9,,0.1,12.58,13.28,2.33,0.92,8.07,16.47
India,"Financial Year (Apr - Mar), 2015","MICRO , SMALL AND MEDIUM ENTERPRISES",,46.67,54.14,7.25,,0.07,7.72,3.03,0.49,0.04,1.72,6.25
India,"Financial Year (Apr - Mar), 2002",BIO - TECHNOLOGY,,177,89.54,16.89,2.41,4.11,12.02,65.08,3.39,3.04,0,2.55
India,"Financial Year (Apr - Mar), 2010",HIGHER EDUCATION,,29.59,12.09,4.16,,0.11,3.62,2.69,0.39,0.24,2.94,2.99
India,"Financial Year (Apr - Mar), 2000",SSI AGRO AND RURAL INDUSTRIES,,1929.87,769.3,308.2,45.8,7.09,104.92,89.33,53.81,1.18,13.41,59.76
India,"Financial Year (Apr - Mar), 2008",REVENUE,,2216.57,482.08,286.58,11.88,13.59,109.14,62.51,31.76,6,42.81,91.95
India,"Financial Year (Apr - Mar), 2008",RURAL DEVELOPMENT,,11.71,2.46,1.59,0.07,0.18,0.4,0.9,0.1,0.05,0.07,0.69
India,"Financial Year (Apr - Mar), 2009",BIO - TECHNOLOGY,,5.55,1.17,0.84,,0.03,0.05,1.32,0.05,0.08,0.25,0.48
India,"Financial Year (Apr - Mar), 2017",UNION PUBLIC SERVICE COMMISSION,,78.07,4.33,9.11,,0.01,6.27,0.47,0.67,1.86,4.64,6.45
India,"Financial Year (Apr - Mar), 2000",EXTERNAL AFFAIRS,Excluding missions abroad(*),2883.52,1149.66,269.9,40.08,68.05,211.36,694.13,60.7,5.43,66.34,34.31
India,"Financial Year (Apr - Mar), 2015",TELECOMMUNICATIONS,,102.53,120.98,27.68,,0.13,17.89,13.9,0.42,0.48,12.21,11.72
India,"Financial Year (Apr - Mar), 2000",LABOUR,,6457.32,2482.76,670.5,125.21,21.23,339.76,415.75,83.62,14.67,175.7,108.59
India,"Financial Year (Apr - Mar), 2013",EXTERNAL AFFAIRS,Excluding missions abroad(*),81.85,70.12,12.89,,0.22,7.41,38.85,0.67,0.91,13.76,14
India,"Financial Year (Apr - Mar), 2021",FOOD PROCESSING INDUSTRIES,,14.35,3.67,2.65,,0.01,3.78,0.39,0.04,0.07,3.4,1.46
India,"Financial Year (Apr - Mar), 2005",DEFENCE ( CIVIL ),,3927.82,743.37,470.69,73.82,495.86,219.34,108.57,102.4,2.31,87.43,42.96
India,"Financial Year (Apr - Mar), 2017",HIGHER EDUCATION,,60,4.26,7.28,,0,3.54,2.46,0.39,0.12,2.31,4.61
India,"Financial Year (Apr - Mar), 2016",IMPLEMENTATION,,246.67,64.98,20.84,,0,12.09,7.43,1.99,0.05,3.21,16
India,"Financial Year (Apr - Mar), 2002",ECONOMIC AFFAIRS,,10673.48,7917.23,1504.6,217.88,3945.06,921.34,351.67,3619.08,29.32,192.66,238.12
India,"Financial Year (Apr - Mar), 2016",FOOD AND PUBLIC DISTRIBUTION,,36.61,11.72,3.32,,0.05,2.96,1.83,0.58,0.26,2.29,3.17
India,"Financial Year (Apr - Mar), 2017",INVESTMENT AND PUBLIC ASSET MANAGEMENT ( DIPAM ),,5.49,0.27,0.48,,0.01,0.24,1.51,0.02,0.02,0.08,0.31
India,"Financial Year (Apr - Mar), 2014",PANCHAYATI RAJ,,6.39,6.9,1.11,,0.02,1.09,3.7,0.02,0,0.1,1.25
India,"Financial Year (Apr - Mar), 2001",AGRICULTURAL RESEARCH AND EDUCATION,,43.04,19.12,5.65,1.15,0.95,0.99,7.6,0.64,0.06,2.05,1.49
India,"Financial Year (Apr - Mar), 2020",TOURISM,,18.45,3.08,2.43,,0,3.71,1.74,0.1,0.03,0,0.98
India,"Financial Year (Apr - Mar), 2009",NEW AND RENEWABLE ENERGY,,11.24,1.93,0.98,,0.04,0.75,1.15,0.04,0.02,0.54,0.79
India,"Financial Year (Apr - Mar), 2010",PARLIAMENTARY AFFAIRS,,2.46,1.03,0.42,,0.02,0.27,0.69,0.03,0.03,0.03,0.32
India,"Financial Year (Apr - Mar), 2016",RURAL DEVELOPMENT,,21.71,6.89,1.28,,0.02,1.36,1.75,0.22,0.15,1.11,1.99
India,"Financial Year (Apr - Mar), 2014",HIGHER EDUCATION,,27.63,28.46,6.07,,0.05,4.08,2.04,0.32,0.33,0,3.78
India,"Financial Year (Apr - Mar), 2021",MINORITY AFFAIRS,,12.94,3.37,1.81,,0,2.09,0.11,0.03,0.03,0.04,1.19
India,"Financial Year (Apr - Mar), 2006",CONSUMER AFFAIRS,,13.73,3.83,2.78,0.31,0.1,0.79,1.16,0.21,0.11,0.23,0.37
India,"Financial Year (Apr - Mar), 2020",STEEL,,14.43,2.43,1.98,,0.01,1.59,0.57,0.09,0.08,0.82,1.19
India,"Financial Year (Apr - Mar), 2006",FERTILIZERS,,3.91,1.01,0.6,0.1,0.09,0.25,0.45,0.05,0.11,0.2,0.09
India,"Financial Year (Apr - Mar), 2005",PRIME MINISTER'S OFFICE,,4.54,0.96,0.44,0.07,0.16,0.27,0.18,0.09,0.09,0.08,0.04
India,"Financial Year (Apr - Mar), 2008",STATISTICS AND PROGRAMME IMPLEMENTATION,,119.01,24.49,15.66,0.69,0.11,5.18,6.98,1.57,0.07,3.76,4.57
India,"Financial Year (Apr - Mar), 2013",DEFENCE ( CIVIL ),,6665.9,5793.93,836.97,,684.08,821.09,320.01,87.72,2.28,130.66,655.67
India,"Financial Year (Apr - Mar), 2007",HIGHER EDUCATION,,18.59,7.41,2.96,0.44,0.18,1.01,2.59,0.27,0.33,0.74,0.54
India,"Financial Year (Apr - Mar), 2020",STATISTICS AND PROGRAMME IMPLEMENTATION,,272.53,46.47,39.92,,0,15.79,7.24,1.4,0.17,12.47,18.01
India,"Financial Year (Apr - Mar), 2014",RURAL DEVELOPMENT,,10.63,11.15,1.58,,0.05,1.38,1.49,0.07,0.12,0.65,1.71
India,"Financial Year (Apr - Mar), 2013",PUBLIC ENTERPRISES,,2.34,2.04,0.42,,0,0.24,0.67,0.02,0.01,0.13,0.28
India,"Financial Year (Apr - Mar), 2007",STEEL,,4.7,1.84,0.94,0.12,0.08,0.26,0.55,0.06,0.09,0.17,0.13
India,"Financial Year (Apr - Mar), 2018",FOOD PROCESSING INDUSTRIES,,12.01,2.32,1.63,,0.01,0.62,1.6,0.05,0.05,0.68,0.78
India,"Financial Year (Apr - Mar), 2003",YOUTH AFFAIRS AND SPORTS,,210.44,122.56,33.03,6.24,9.58,13.15,104.64,5.49,1.03,8.7,6.04
India,"Financial Year (Apr - Mar), 2001",OCEAN DEVELOPMENT,,72.77,32.75,9.8,2.17,0.8,4.18,39.16,2.51,0.3,0,2.28
India,"Financial Year (Apr - Mar), 2019",TELECOMMUNICATIONS,,349.24,53.47,46.82,,0.12,78.08,24.01,1.04,1.27,24.82,20.44
India,"Financial Year (Apr - Mar), 2020",PUBLIC ENTERPRISES,,6.2,1.05,0.86,,0,0.53,0.46,0.03,0.02,0.04,0.45
India,"Financial Year (Apr - Mar), 2015",SOCIAL JUSTICE AND EMPOWERMENT,,14.36,16.81,2.47,,0.05,1.95,2.21,0.08,0.13,1.42,2.45
India,"Financial Year (Apr - Mar), 2009",DRINKING WATER AND SANITATION,,2.21,0.42,0.33,,0.01,0.1,0.44,0.01,0,0.02,0.13
India,"Financial Year (Apr - Mar), 2021",PLANNING ( NITI AYOG ),,41.39,10.93,5.12,,0,3.03,1.38,0.17,0.18,0.27,2.95
India,"Financial Year (Apr - Mar), 2021",ENVIRONMENT AND FORESTS AND CLIMATE CHANGE,,167.89,43.65,25.18,,0.02,13.06,16.22,1.63,0.26,5.44,13.31
India,"Financial Year (Apr - Mar), 2017",INDUSTRIAL POLICY AND PROMOTION,,134.24,7.28,14.86,,0.02,7.57,4.39,0.99,0.47,8.04,9.87
India,"Financial Year (Apr - Mar), 2018",FOOD AND PUBLIC DISTRIBUTION,,51.49,4.63,6.79,,0.04,3.94,3.21,0.14,0.3,2.59,5.83
India,"Financial Year (Apr - Mar), 2017",HOME AFFAIRS,,33213.44,1660.67,1853.16,,2.2,9483.26,1900.55,349.19,5.15,95.11,1727.41
India,"Financial Year (Apr - Mar), 2012",DEVELOPMENT OF NE REGION,,7.43,4.74,0.67,,0.04,1.28,0.86,0.07,0,0.18,0.35
India,"Financial Year (Apr - Mar), 2010",HEAVY INDUSTRY,,6.62,2.78,0.94,,0.04,0.52,0.9,0.04,0.07,0.38,0.54
India,"Financial Year (Apr - Mar), 2003",LAW AND JUSTICE,,1884.04,1089.49,293.47,53.41,39.52,157.46,138.23,41.2,28.05,25.99,54.38
India,"Financial Year (Apr - Mar), 2020",SCIENTIFIC AND INDUSTRIAL RESEARCH,,7.21,1.23,0.89,,0,0.61,0.04,0.01,0.02,0,0.58
India,"Financial Year (Apr - Mar), 2015",DISINVESTMENT,,1.79,2.11,0.28,,0.01,0.17,2.02,0.01,0.02,0.05,0.28
India,"Financial Year (Apr - Mar), 2010",COAL,,7.17,3,1.34,,0.02,0.88,1.1,0.1,0.06,0.16,1
India,"Financial Year (Apr - Mar), 2021",HEALTH RESEARCH,,2.5,0.64,0.33,,0,0.21,0.11,0.01,0,0.04,0.21
India,"Financial Year (Apr - Mar), 2014",BIO - TECHNOLOGY,,5.84,6.2,0.84,,0.02,0.72,1.69,0.03,0.05,0.15,1.03
India,"Financial Year (Apr - Mar), 2013",MINORITY AFFAIRS,,4.42,3.9,0.78,,0.02,0.44,0.97,0.02,0.05,0.5,0.52
India,"Financial Year (Apr - Mar), 2009",CIVIL AVIATION,,31.15,6.23,4.67,,0.18,1.69,4.04,0.28,0.17,0.39,2.77
India,"Financial Year (Apr - Mar), 2019",COMMERCE,,294.7,41.54,40.49,,0.07,17.03,27.95,1.49,0.66,4.26,18.42
India,"Financial Year (Apr - Mar), 2013",ECONOMIC AFFAIRS,,25.21,22.01,4.18,,0.06,3.56,6.69,0.2,0.39,1.67,4.16
India,"Financial Year (Apr - Mar), 2005",WOMEN AND CHILD DEVELOPMENT,,7.02,1.42,1.28,0.16,0.06,0.29,0.92,0.13,0.03,0.12,0.15
India,"Financial Year (Apr - Mar), 2005",SPACE,,225.87,43.68,22.25,2.93,1.32,36.8,28.14,1.19,0.07,10.56,2.73
India,"Financial Year (Apr - Mar), 2015",FOOD AND PUBLIC DISTRIBUTION,,19.35,22.75,2.94,,0.07,2.36,1.5,0.2,0.31,2.73,3.52
India,"Financial Year (Apr - Mar), 2003",FOOD PROCESSING INDUSTRIES,,176.01,95.22,17.18,6.05,2.92,10.67,27.97,2.53,1.17,2.63,3.65
India,"Financial Year (Apr - Mar), 2003",DEFENCE ( CIVIL ),,300563.59,150658.98,31534.07,5220.15,45521.78,24883.11,10129.23,12050.22,446.89,12080.94,4544.79
India,"Financial Year (Apr - Mar), 2002",HEALTH,,17795.23,8994.92,2253.29,373.05,199,2508.64,290.47,388,8.03,127.49,574.88
India,"Financial Year (Apr - Mar), 2018",HOME AFFAIRS,,34897.05,2956.97,1999.19,,1.21,9048.31,2071.06,199.09,5.54,185.64,1776.22
India,"Financial Year (Apr - Mar), 2003",EXPENDITURE,,725.14,414.67,95.63,19.22,19.32,56.6,106.39,18.26,6.19,32.65,18.43
India,"Financial Year (Apr - Mar), 2009",RURAL DEVELOPMENT,,14.17,2.83,2.19,,0.12,0.83,0.78,0.09,0.07,0.1,1.4
India,"Financial Year (Apr - Mar), 2000",ATOMIC ENERGY,,28482.91,10875,2689.01,579.1,1367.28,2452.35,1192.03,942.98,24.88,782.45,223.56
India,"Financial Year (Apr - Mar), 2018",HOUSING AND URBAN AFFAIRS,,1219.22,104.94,187.44,,2.9,99.57,15.64,14.39,4.8,18.61,130.84
India,"Financial Year (Apr - Mar), 2009",FINANCIAL SERVICES,,33.05,6.22,4.32,,0.12,2.65,1.06,0.29,0.06,0.63,2.13
India,"Financial Year (Apr - Mar), 2002",STATISTICS AND PROGRAMME IMPLEMENTATION,,4701.15,2457.07,717.79,118.61,14.74,151.83,782.67,129.08,4.68,121,125.45
India,"Financial Year (Apr - Mar), 2002",CHEMICALS AND PETROCHEMICALS,,202.39,102.39,19.31,2.75,4.7,13.74,39.39,4.04,1.43,10.49,2.91
India,"Financial Year (Apr - Mar), 2009",HOME AFFAIRS,,11250.72,2228.64,428.88,,0.98,2402.39,647.88,193.29,3.57,132.29,502.24
India,"Financial Year (Apr - Mar), 2006","MICRO , SMALL AND MEDIUM ENTERPRISES",,26.41,7.35,4.37,0.53,0.08,1.7,1.21,0.37,0.04,0.43,0.62
India,"Financial Year (Apr - Mar), 2002",FAMILY WELFARE,,1275.52,640.77,163.4,28.98,16.78,99.8,79.7,36.12,6.44,14.57,27.42
India,"Financial Year (Apr - Mar), 2009",PANCHAYATI RAJ,,3.03,0.51,0.3,,0.03,0.14,0.31,0.01,0.03,0,0.17
India,"Financial Year (Apr - Mar), 2016",DRINKING WATER AND SANITATION,,7.3,1.87,0.54,,0.01,0.57,1.28,0.05,0.04,0,0.61
India,"Financial Year (Apr - Mar), 2010",CONSUMER AFFAIRS,,21.9,9.4,4.26,,0.07,4.77,2.37,0.26,0.1,0.64,5.9
India,"Financial Year (Apr - Mar), 2015",ENVIRONMENT AND FORESTS,,65.94,76.48,10,,0.36,16.74,20.33,0.7,0.2,7.41,10.23
India,"Financial Year (Apr - Mar), 2015",WATER RESOURCES,,186.32,217.98,29.24,,0.29,30.69,20.98,2.13,0.62,6.61,19.9
India,"Financial Year (Apr - Mar), 2007",PANCHAYATI RAJ,,1.25,0.46,0.21,0.03,0.04,0.07,0.88,0.01,0.02,0.05,0.03
India,"Financial Year (Apr - Mar), 2010",INFORMATION AND BROADCASTING,,99.5,37.28,12.66,,0.53,10.02,7.39,1.04,0.45,2.24,8.42
India,"Financial Year (Apr - Mar), 2021",ROAD TRANSPORT AND HIGHWAYS,,62.67,16.02,7.52,,0,4.04,3.27,0.26,0.2,0.94,4.92
India,"Financial Year (Apr - Mar), 2012",INDUSTRIAL POLICY AND PROMOTION,,51.89,35.21,7.25,,0.21,5.85,3.69,0.69,0.2,2.94,7.01
India,"Financial Year (Apr - Mar), 2000",TELECOMMUNICATIONS,,123603.14,47126.42,13067.79,1715.04,5018.47,4881.38,6511.04,16222.52,387.63,905.38,2240.44
India,"Financial Year (Apr - Mar), 2012",SCIENCE AND TECHNOLOGY,,139.72,94.87,24.43,,0.17,20.81,14.99,2.48,0.6,0.76,17.77
India,"Financial Year (Apr - Mar), 2005",STATISTICS AND PROGRAMME IMPLEMENTATION,,75.16,15.83,8.1,1.2,1.64,4.43,2.54,1.11,0.24,1.1,0.91
India,"Financial Year (Apr - Mar), 2007",PARLIAMENTARY AFFAIRS,,1.56,0.66,0.23,0.04,0.05,0.11,0.77,0.02,0.02,0.16,0.05
India,"Financial Year (Apr - Mar), 2021",RAILWAYS,,59807.77,15550.02,5978.92,,1345.32,6926.69,1828.67,1901.63,17.45,2849.23,3015.73
India,"Financial Year (Apr - Mar), 2017",SHIPPING,,104,6.48,8.37,,0.01,8.93,9.79,0.94,0.21,1.76,5.6
India,"Financial Year (Apr - Mar), 2012",BIO - TECHNOLOGY,,5.05,3.42,0.88,,0.01,0.49,2.28,0.04,0.06,0.35,0.52
India,"Financial Year (Apr - Mar), 2013",REVENUE,,2383.77,2097.72,407.62,,6.42,269.95,67.41,13.89,1.96,56.38,262.21
India,"Financial Year (Apr - Mar), 2009",MINORITY AFFAIRS,,5.63,1.16,0.7,,0.04,0.36,0.57,0.04,0.04,0.18,0.4
India,"Financial Year (Apr - Mar), 2014","CHEMICALS , PETROCHEMICALS AND PHARMACEUTICALS",,5.27,5.78,1.05,,0.04,0.71,1.44,0.04,0.04,1.01,0.46
India,"Financial Year (Apr - Mar), 2000",BIO - TECHNOLOGY,,176.58,70.04,28.95,5.01,4.2,7.96,65.08,3.39,3.04,0,5.82
India,"Financial Year (Apr - Mar), 2021",SCIENCE AND TECHNOLOGY,,246.68,63.1,29.5,,0,14.08,9.02,1.31,0.13,3.87,15.62
India,"Financial Year (Apr - Mar), 2019",UNION PUBLIC SERVICE COMMISSION,,77.08,12.42,11.08,,0,6.87,0.79,0.65,2,5.1,6.741
India,"Financial Year (Apr - Mar), 2003",STATISTICS AND PROGRAMME IMPLEMENTATION,,5069.97,2956.88,702.17,102.63,14.92,223.25,788.53,111.18,19.4,85.18,135.82
India,"Financial Year (Apr - Mar), 2003","SMALL SCALE INDUSTRIES , AGRO AND RURAL INDUSTRIES",,1868.68,1091.76,308.43,45.1,7.77,175.5,123.68,51.09,2.75,75.82,55.59
India,"Financial Year (Apr - Mar), 2003",EXTERNAL AFFAIRS,Excluding missions abroad(*),2960.36,1735.75,281.33,42.71,66.89,232.19,698.57,63.39,5.62,69.36,43.04
India,"Financial Year (Apr - Mar), 2003",AGRICULTURAL RESEARCH AND EDUCATION,,40.9,23.93,5.21,1.15,0.65,2.11,15.11,0.63,0,0,1.34
